PLAYER,SEASON,AGE,HEIGHT,MPG,PPG,GP,W,TRB,AST,FG%,TS%,USG%,NET_RATING,WIN_RATE,PEAK_AGE_DIST,GP_RATE,PREV_PPG,PREV_PPG_2,PPG_TREND,PREV_USG%,PREV_GP,REALE_NEXT_PPG,PREDIZIONE
Vince Williams Jr.,2023-24,23.0,193.04,27.6,10.0,52,18,5.6,3.4,0.446,0.597,0.155,-3.0,0.346,4.0,0.6341463414634146,2.0,2.0,8.0,0.176,15.0,6.6,9.0
Vít Krejčí,2023-24,24.0,203.2,24.6,6.1,22,9,2.4,2.3,0.49,0.633,0.098,-0.3,0.409,3.0,0.2682926829268293,1.2,6.2,4.8999999999999995,0.108,29.0,7.2,5.3
Walker Kessler,2023-24,22.0,213.36,23.3,8.1,64,26,7.5,0.9,0.654,0.663,0.127,-4.5,0.406,5.0,0.7804878048780488,9.2,9.2,-1.0999999999999996,0.13,74.0,11.1,9.1
Wendell Carter Jr.,2023-24,25.0,208.28,25.6,11.0,55,30,6.9,1.7,0.525,0.623,0.172,1.1,0.545,2.0,0.6707317073170732,15.2,15.0,-4.199999999999999,0.204,57.0,9.1,11.6
Xavier Tillman,2023-24,25.0,200.66,18.0,5.3,54,30,3.9,1.4,0.434,0.472,0.146,-2.9,0.556,2.0,0.6585365853658537,7.0,4.8,-1.7000000000000002,0.136,61.0,1.0,6.2
Zach Collins,2023-24,26.0,210.82,22.1,11.2,69,19,5.4,2.8,0.484,0.565,0.224,-11.4,0.275,1.0,0.8414634146341463,11.6,7.8,-0.40000000000000036,0.209,63.0,6.4,10.1
Zach LaVine,2023-24,29.0,195.58,34.9,19.5,25,10,5.2,3.9,0.452,0.578,0.238,-5.4,0.4,2.0,0.3048780487804878,24.8,24.4,-5.300000000000001,0.278,77.0,23.3,17.8
Zeke Nnaji,2023-24,23.0,205.74,9.9,3.2,58,41,2.2,0.6,0.463,0.528,0.15,-11.9,0.707,4.0,0.7073170731707317,5.2,6.6,-2.0,0.149,53.0,3.2,5.9
Ziaire Williams,2023-24,22.0,205.74,20.3,8.2,51,20,3.5,1.5,0.397,0.511,0.192,-9.9,0.392,5.0,0.6219512195121951,5.7,8.1,2.499999999999999,0.178,37.0,10.0,8.8
Zion Williamson,2023-24,23.0,198.12,31.5,22.9,70,42,5.8,5.0,0.57,0.61,0.285,2.9,0.6,4.0,0.8536585365853658,26.0,27.0,-3.1000000000000014,0.288,29.0,24.6,23.8
