PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT,_season
15,Eric Piatkowski,1610612746,LAC,31.0,6-6,78.0,215,Nebraska,USA,1994,1,15,71,8.8,2.6,1.6,-1.8,0.025,0.083,0.146,0.601,0.101,2001-02
727,Eric Snow,1610612755,PHI,29.0,6-3,75.0,204,Michigan State,USA,1995,2,43,61,12.1,3.5,6.6,4.9,0.016,0.081,0.176,0.51,0.301,2001-02
677,Eric Williams,1610612738,BOS,29.0,6-8,80.0,220,Providence,USA,1995,1,14,74,6.4,3.0,1.5,4.4,0.032,0.092,0.146,0.49,0.099,2001-02
2057,Erick Barkley,1610612757,POR,24.0,6-1,73.0,177,St. John's (NY),USA,2000,1,28,19,3.1,0.9,1.8,1.8,0.022,0.058,0.169,0.401,0.238,2001-02
956,Erick Dampier,1610612744,GSW,26.0,6-11,83.0,265,Mississippi State,USA,1996,1,10,73,7.6,5.3,1.2,-6.7,0.091,0.124,0.175,0.484,0.078,2001-02
1065,Erick Strickland,1610612738,BOS,28.0,6-3,75.0,218,Nebraska,USA,Undrafted,Undrafted,Undrafted,79,7.7,2.7,2.3,-2.1,0.013,0.115,0.175,0.545,0.198,2001-02
2081,Ernest Brown,1610612748,MIA,23.0,7-0,84.0,244,Indian Hills C.C.,USA,2000,2,52,3,1.0,2.0,0.0,-55.1,0.042,0.0,0.224,0.193,0.0,2001-02
911,Ervin Johnson,1610612749,MIL,34.0,6-11,83.0,255,New Orleans,USA,1993,1,23,81,2.6,5.8,0.3,-0.5,0.092,0.194,0.077,0.468,0.024,2001-02
2041,Etan Thomas,1610612764,WAS,24.0,6-10,82.0,260,Syracuse,USA,2000,1,12,47,4.3,3.9,0.1,1.3,0.089,0.206,0.15,0.553,0.015,2001-02
1915,Evan Eschmeyer,1610612742,DAL,27.0,6-11,83.0,255,Northwestern,USA,1999,2,34,31,2.0,3.2,0.3,2.3,0.113,0.198,0.118,0.48,0.043,2001-02
1732,Felipe Lopez,1610612750,MIN,27.0,6-5,77.0,195,St. John's (NY),Dominican Republic,1998,1,24,67,2.5,1.2,0.6,-3.6,0.05,0.088,0.165,0.469,0.108,2001-02
280,Felton Spencer,1610612752,NYK,34.0,7-0,84.0,290,Louisville,USA,1990,1,6,32,0.9,1.6,0.1,-1.9,0.065,0.134,0.099,0.358,0.019,2001-02
697,Fred Hoiberg,1610612741,CHI,29.0,6-5,77.0,210,Iowa State,USA,1995,2,52,79,4.4,2.7,1.7,-6.6,0.013,0.143,0.116,0.519,0.158,2001-02
56,Gary Payton,1610612760,SEA,33.0,6-4,76.0,180,Oregon State,USA,1990,1,2,82,22.1,4.8,9.0,3.2,0.025,0.097,0.266,0.526,0.391,2001-02
718,Gary Trent,1610612750,MIN,27.0,6-8,80.0,250,Ohio,USA,1995,1,11,64,7.5,4.2,0.9,-3.1,0.093,0.149,0.197,0.538,0.087,2001-02
248,George Lynch,1610612766,CHH,31.0,6-8,80.0,228,North Carolina,USA,1993,1,12,45,3.8,4.1,1.2,-0.8,0.075,0.13,0.128,0.399,0.1,2001-02
45,George McCloud,1610612743,DEN,35.0,6-8,80.0,225,Florida State,USA,1989,1,7,69,8.8,3.6,3.0,-9.7,0.034,0.106,0.187,0.466,0.187,2001-02
2222,Gerald Wallace,1610612758,SAC,19.0,6-7,79.0,215,Alabama,USA,2001,1,25,54,3.2,1.6,0.5,-0.1,0.1,0.077,0.197,0.443,0.094,2001-02
2240,Gilbert Arenas,1610612744,GSW,20.0,6-3,75.0,191,Arizona,USA,2001,2,30,47,10.9,2.8,3.7,-5.3,0.032,0.075,0.193,0.562,0.241,2001-02
779,Glen Rice,1610612745,HOU,35.0,6-8,80.0,220,Michigan,USA,1989,1,4,20,8.6,2.4,1.6,-2.0,0.009,0.074,0.156,0.477,0.084,2001-02
299,Glenn Robinson,1610612749,MIL,29.0,6-7,79.0,230,Purdue,USA,1994,1,1,66,20.7,6.2,2.5,-1.6,0.033,0.142,0.283,0.537,0.13,2001-02
255,Grant Hill,1610612753,ORL,29.0,6-8,80.0,225,Duke,USA,1994,1,3,14,16.8,8.9,4.6,0.8,0.051,0.18,0.223,0.51,0.206,2001-02
3,Grant Long,1610612763,MEM,36.0,6-9,81.0,250,Eastern Michigan,USA,1988,2,33,66,6.3,3.5,2.1,-10.1,0.017,0.106,0.132,0.475,0.117,2001-02
21,Greg Anthony,1610612749,MIL,34.0,6-1,73.0,180,UNLV,USA,1991,1,12,60,7.9,2.2,4.7,-8.8,0.015,0.075,0.182,0.46,0.31,2001-02
1761,Greg Buckner,1610612742,DAL,25.0,6-4,76.0,210,Clemson,USA,1998,2,53,44,5.8,3.9,1.1,1.7,0.077,0.122,0.125,0.566,0.077,2001-02
323,Greg Foster,1610612749,MIL,33.0,,, ,Texas-El Paso,USA,1990,2,35,6,1.2,1.3,0.2,-16.3,0.0,0.32,0.186,0.325,0.083,2001-02
731,Greg Ostertag,1610612762,UTA,29.0,7-2,86.0,280,Kansas,USA,1995,1,28,74,3.3,4.2,0.7,3.2,0.123,0.172,0.124,0.474,0.068,2001-02
165,Hakeem Olajuwon,1610612761,TOR,39.0,7-0,84.0,255,Houston,Nigeria,1984,1,1,61,7.1,6.0,1.1,1.2,0.07,0.197,0.182,0.478,0.076,2001-02
2069,Hanno Mottola,1610612737,ATL,25.0,6-11,83.0,247,Utah,Finland,2000,2,40,82,4.8,3.3,0.6,-5.3,0.061,0.144,0.159,0.474,0.06,2001-02
1942,Harold Jamison,1610612746,LAC,25.0,6-9,81.0,269,Clemson,USA,Undrafted,Undrafted,Undrafted,25,2.2,1.6,0.2,-0.8,0.121,0.089,0.128,0.544,0.051,2001-02
2045,Hedo Turkoglu,1610612758,SAC,23.0,6-8,80.0,220,None,Turkey,2000,1,16,80,10.1,4.5,2.0,10.7,0.031,0.145,0.191,0.514,0.126,2001-02
270,Horace Grant,1610612753,ORL,36.0,6-10,82.0,245,Clemson,USA,1987,1,10,76,8.0,6.3,1.4,5.2,0.072,0.147,0.124,0.539,0.069,2001-02
458,Howard Eisley,1610612752,NYK,29.0,6-2,74.0,180,Boston College,USA,1994,2,30,39,4.4,1.3,2.6,-0.4,0.016,0.064,0.191,0.435,0.292,2001-02
93,Hubert Davis,1610612764,WAS,32.0,6-5,77.0,183,North Carolina,USA,1992,1,20,51,7.2,1.5,2.1,-2.4,0.006,0.057,0.14,0.544,0.144,2001-02
1134,Ike Austin,1610612763,MEM,32.0,6-10,82.0,288,Arizona State,USA,1991,2,48,21,3.6,3.4,0.6,-15.4,0.035,0.2,0.152,0.405,0.072,2001-02
1829,Ike Fontaine,1610612763,MEM,27.0,,, ,Washington State,USA,Undrafted,Undrafted,Undrafted,6,1.8,0.8,0.7,-37.5,0.0,0.077,0.117,0.331,0.093,2001-02
1085,Ira Bowman,1610612755,PHI,29.0,,, ,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,3,3.3,0.3,0.3,-4.1,0.0,0.0,0.115,0.714,0.063,2001-02
1956,Ira Newble,1610612737,ATL,27.0,6-7,79.0,215,Miami (Ohio),USA,Undrafted,Undrafted,Undrafted,42,8.0,5.3,1.1,0.2,0.064,0.112,0.124,0.56,0.055,2001-02
375,Isaiah Rider,1610612743,DEN,31.0,,, ,UNLV,USA,1993,1,5,10,9.3,3.3,1.2,9.3,0.06,0.129,0.264,0.526,0.12,2001-02
2074,Jabari Smith,1610612755,PHI,25.0,6-11,83.0,250,Louisiana State,USA,2000,2,45,23,3.2,1.2,0.5,3.1,0.043,0.094,0.183,0.474,0.095,2001-02
1521,Jacque Vaughn,1610612737,ATL,27.0,6-1,73.0,190,Kansas,USA,1997,1,27,82,6.6,2.0,4.3,-7.0,0.01,0.085,0.148,0.547,0.316,2001-02
1751,Jahidi White,1610612764,WAS,26.0,6-9,81.0,290,Georgetown,USA,1998,2,43,71,5.4,6.3,0.2,-3.4,0.12,0.228,0.14,0.552,0.019,2001-02
2054,Jake Tsakalidis,1610612756,PHX,23.0,7-2,86.0,285,None,Greece,2000,1,25,67,7.3,5.6,0.3,1.7,0.081,0.153,0.154,0.522,0.022,2001-02
2063,Jake Voskuhl,1610612756,PHX,24.0,6-11,83.0,245,Connecticut,USA,2000,2,33,59,5.0,4.2,0.3,-4.7,0.113,0.167,0.143,0.614,0.031,2001-02
147,Jalen Rose,1610612741,CHI,29.0,6-8,80.0,217,Michigan,USA,1994,1,13,83,20.4,4.5,4.3,-2.0,0.014,0.104,0.257,0.528,0.203,2001-02
2048,Jamaal Magloire,1610612766,CHH,24.0,6-11,83.0,259,Kentucky,Canada,2000,1,19,82,8.5,5.6,0.4,4.9,0.1,0.193,0.196,0.623,0.035,2001-02
2224,Jamaal Tinsley,1610612754,IND,24.0,6-3,75.0,195,Iowa State,USA,2001,1,27,80,9.4,3.7,8.1,1.1,0.032,0.088,0.201,0.446,0.409,2001-02
2037,Jamal Crawford,1610612741,CHI,22.0,6-5,77.0,175,Michigan,USA,2000,1,8,23,9.3,1.5,2.4,-12.7,0.011,0.063,0.214,0.555,0.204,2001-02
469,Jamal Mashburn,1610612766,CHH,29.0,6-8,80.0,247,Kentucky,USA,1993,1,4,40,21.5,6.1,4.3,1.6,0.02,0.13,0.272,0.505,0.202,2001-02
1899,James Posey,1610612743,DEN,25.0,6-8,80.0,215,Xavier,USA,1999,1,18,73,10.7,5.9,2.5,-5.0,0.045,0.153,0.187,0.474,0.129,2001-02
2249,Jamison Brewer,1610612754,IND,21.0,6-2,74.0,178,Auburn,USA,2001,2,40,13,0.3,0.6,0.7,5.8,0.039,0.122,0.08,0.4,0.321,2001-02
1114,Jaren Jackson,1610612753,ORL,34.0,6-6,78.0,225,Georgetown,USA,Undrafted,Undrafted,Undrafted,9,4.3,1.9,0.9,-16.0,0.007,0.115,0.139,0.503,0.09,2001-02
2260,Jarron Collins,1610612762,UTA,23.0,6-11,83.0,252,Stanford,USA,2001,2,52,70,6.4,4.2,0.8,2.3,0.1,0.124,0.15,0.532,0.065,2001-02
679,Jason Caffey,1610612749,MIL,29.0,6-8,80.0,256,Alabama,USA,1995,1,20,23,4.3,2.2,0.5,-3.4,0.083,0.083,0.178,0.544,0.073,2001-02
2044,Jason Collier,1610612745,HOU,24.0,7-0,84.0,260,Georgia Tech,USA,2000,1,15,25,4.2,3.3,0.4,-15.7,0.078,0.153,0.148,0.486,0.042,2001-02
2215,Jason Collins,1610612751,NJN,23.0,7-0,84.0,260,Stanford,USA,2001,1,18,77,4.5,3.9,1.1,4.0,0.093,0.123,0.136,0.5,0.094,2001-02
2078,Jason Hart,1610612759,SAS,24.0,6-2,74.0,181,Syracuse,USA,2000,2,49,10,2.6,1.3,1.2,-2.1,0.053,0.105,0.152,0.601,0.231,2001-02
467,Jason Kidd,1610612751,NJN,29.0,6-4,76.0,212,California,USA,1994,1,2,82,14.7,7.3,9.9,5.5,0.042,0.148,0.217,0.484,0.407,2001-02
2202,Jason Richardson,1610612744,GSW,21.0,6-6,78.0,220,Michigan State,USA,2001,1,5,80,14.4,4.3,3.0,-5.1,0.043,0.08,0.211,0.487,0.149,2001-02
1891,Jason Terry,1610612737,ATL,24.0,6-2,74.0,176,Arizona,USA,1999,1,10,78,19.3,3.5,5.7,-3.3,0.014,0.079,0.231,0.549,0.261,2001-02
1715,Jason Williams,1610612763,MEM,26.0,6-1,73.0,190,Florida,USA,1998,1,7,65,14.8,3.0,8.0,-7.7,0.01,0.077,0.244,0.466,0.393,2001-02
1902,Jeff Foster,1610612754,IND,25.0,6-11,83.0,242,Southwest Texas State,USA,1999,1,21,82,5.7,6.8,0.9,-0.4,0.116,0.191,0.139,0.493,0.062,2001-02
976,Jeff McInnis,1610612746,LAC,27.0,6-4,76.0,179,North Carolina,USA,1996,2,37,81,14.6,2.6,6.2,-1.4,0.015,0.055,0.2,0.486,0.277,2001-02
2244,Jeff Trepagnier,1610612739,CLE,22.0,6-4,76.0,200,Southern California,USA,2001,2,35,12,1.5,1.0,1.0,9.1,0.038,0.108,0.201,0.345,0.255,2001-02
1741,Jelani McCoy,1610612747,LAL,24.0,6-10,82.0,245,UCLA,USA,1998,2,33,21,1.2,1.2,0.3,-17.3,0.079,0.156,0.142,0.53,0.109,2001-02
1983,Jermaine Jackson,1610612761,TOR,26.0,6-5,77.0,204,Detroit,USA,Undrafted,Undrafted,Undrafted,24,2.4,1.1,2.4,-4.5,0.011,0.09,0.111,0.542,0.328,2001-02
979,Jermaine O'Neal,1610612754,IND,23.0,6-11,83.0,242,None,USA,1996,1,17,72,19.0,10.5,1.6,1.8,0.073,0.2,0.249,0.521,0.079,2001-02
1744,Jerome James,1610612760,SEA,26.0,7-1,85.0,272,Florida A&M,USA,1998,2,36,56,5.3,4.1,0.4,10.7,0.103,0.147,0.182,0.498,0.036,2001-02
